ID,Title,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Milestone,Preconditions,Priority,References,Section,Section Depth,Section Description,Steps,Steps Separated,Steps Separated (Expected Result),Steps Separated (Step),Suite,Suite ID,Type,Updated By,Updated On
C31097960,Carousel Video Autostart Analytics,,Greg Caron,7/31/23 18:46,,,,,GIVEN a user on the home page,2 - Medium Priority,"DISCO-596, HOME-557, HOME-929",Home Surface/Video Autoplay,0,,,"1. WHEN autoplay of a video thumbnail initially begins
Expected Result:
THEN a video start analytics call is made
AND the call will include video.context set to ""home""
AND the contentType will be set to ""video"" for a video
AND the contentType will be set to ""article"" for an article
AND the call will include context data about the carousel position (index) in addition to the data normally sent with a video start
ex. action MLB At Bat : iPhone : Home Feed : MLB : Content Carousel : Content Card Autoplay Video Start
2. WHEN the autoplay of a video thumbnail continues playing
Expected Result:
THEN the following actions will be sent when each corresponding percent complete is reached:
 ex.
MLB At Bat : iPhone : Home Feed : MLB : Content Carousel : Content Card Autoplay Video 25 percent
MLB At Bat : iPhone : Home Feed : MLB : Content Carousel : Content Card Autoplay Video 50 percent
MLB At Bat : iPhone : Home Feed : MLB : Content Carousel : Content Card Autoplay Video 75 percent
3. WHEN the autoplay of a video thumbnail completes
Expected Result:
THEN the following action will be sent:
 ex.
MLB At Bat : iPhone : Home Feed : MLB : Content Carousel : Content Card Autoplay Video Complete","1. THEN a video start analytics call is made
AND the call will include video.context set to ""home""
AND the contentType will be set to ""video"" for a video
AND the contentType will be set to ""article"" for an article
AND the call will include context data about the carousel position (index) in addition to the data normally sent with a video start
ex. action MLB At Bat : iPhone : Home Feed : MLB : Content Carousel : Content Card Autoplay Video Start
2. THEN the following actions will be sent when each corresponding percent complete is reached:
 ex.
MLB At Bat : iPhone : Home Feed : MLB : Content Carousel : Content Card Autoplay Video 25 percent
MLB At Bat : iPhone : Home Feed : MLB : Content Carousel : Content Card Autoplay Video 50 percent
MLB At Bat : iPhone : Home Feed : MLB : Content Carousel : Content Card Autoplay Video 75 percent
3. THEN the following action will be sent:
 ex.
MLB At Bat : iPhone : Home Feed : MLB : Content Carousel : Content Card Autoplay Video Complete","1. WHEN autoplay of a video thumbnail initially begins
2. WHEN the autoplay of a video thumbnail continues playing
3. WHEN the autoplay of a video thumbnail completes",Home Feed,S497381,Manual,Greg Caron,10/29/24 14:51
C28760348,Mixed Feed Video Autostart Analytics,,Greg Caron,6/22/22 19:04,,,,,GIVEN a user on the home page,2 - Medium Priority,"DISCO-596, HOME-557, HOME-929",Home Surface/Video Autoplay,0,,,"1. WHEN autoplay of a video thumbnail initially begins
Expected Result:
THEN a video start analytics call is made
AND the call will include video.context set to ""home""
AND the contentType will be set to ""video"" for a video
AND the contentType will be set to ""article"" for a video
AND the call will include context data about the feed position (index) in addition to the data normally sent with a video start
ex. MLB At Bat : iPhone : Home Feed : MLB : Mixed Feed : Content Card Autoplay Video Start
2. WHEN the autoplay of a video thumbnail continues playing
Expected Result:
THEN the following will be sent when the corresponding percent complete is reached:
 ex.
MLB At Bat : iPhone : Home Feed : MLB : Mixed Feed : Content Card Autoplay Video 25 percent
MLB At Bat : iPhone : Home Feed : MLB : Mixed Feed : Content Card Autoplay Video 50 percent
MLB At Bat : iPhone : Home Feed : MLB : Mixed Feed : Content Card Autoplay Video 75 percent
3. WHEN the autoplay of a video thumbnail completes
Expected Result:
THEN the following will be sent:
 ex.
MLB At Bat : iPhone : Home Feed : MLB : Mixed Feed : Content Card Autoplay Video Complete","1. THEN a video start analytics call is made
AND the call will include video.context set to ""home""
AND the contentType will be set to ""video"" for a video
AND the contentType will be set to ""article"" for a video
AND the call will include context data about the feed position (index) in addition to the data normally sent with a video start
ex. MLB At Bat : iPhone : Home Feed : MLB : Mixed Feed : Content Card Autoplay Video Start
2. THEN the following will be sent when the corresponding percent complete is reached:
 ex.
MLB At Bat : iPhone : Home Feed : MLB : Mixed Feed : Content Card Autoplay Video 25 percent
MLB At Bat : iPhone : Home Feed : MLB : Mixed Feed : Content Card Autoplay Video 50 percent
MLB At Bat : iPhone : Home Feed : MLB : Mixed Feed : Content Card Autoplay Video 75 percent
3. THEN the following will be sent:
 ex.
MLB At Bat : iPhone : Home Feed : MLB : Mixed Feed : Content Card Autoplay Video Complete","1. WHEN autoplay of a video thumbnail initially begins
2. WHEN the autoplay of a video thumbnail continues playing
3. WHEN the autoplay of a video thumbnail completes",Home Feed,S497381,Manual,Greg Caron,7/31/23 18:49
C31120729,Disable conviva autoplay logging - iOS,,Greg Caron,8/1/23 11:08,,THEN there will be no Conviva logging for video or article autoplay (or for the entire app),,,GIVEN a user on the mixed feed or content carousel,2 - Medium Priority,HOME-1008,Home Surface/Video Autoplay,0,,"WHEN the AppConfig is overridden to disable Conviva logging, ex.
""Manuals"": {
  ""conviva"": {
    ""disabled"": true
  }
}",,,,Home Feed,S497381,Manual,Greg Caron,11/5/24 17:19
C31168176,App Autoplay settings respected,,Greg Caron,8/9/23 17:05,,,,,"GIVEN a user on the home surface
AND autoplay is not disabled via other settings",2 - Medium Priority,HOME-915,Home Surface/Video Autoplay,0,,,"1. WHEN the MLB app Autoplay Video (Thumbnails) setting is set to ""On Mobile Data and WiFi connections""
Expected Result:
THEN eligible video and article thumbnails in the Carousel and Mixed Feed will autoplay
2. WHEN the MLB app Autoplay Video (Thumbnails) setting is set to ""On WiFi connections Only""
Expected Result:
THEN eligible video and article thumbnails in the Carousel and Mixed Feed will autoplay only when the device is connected to WiFi
3. WHEN the MLB app Autoplay Video (Thumbnails) setting is set to ""Never Autoplay Videos
Expected Result:
THEN no video or article thumbnails in the Carousel and Mixed Feed will autoplay. Turning Autoplay preference to never should be immediate and should not need an app restart.","1. THEN eligible video and article thumbnails in the Carousel and Mixed Feed will autoplay
2. THEN eligible video and article thumbnails in the Carousel and Mixed Feed will autoplay only when the device is connected to WiFi
3. THEN no video or article thumbnails in the Carousel and Mixed Feed will autoplay. Turning Autoplay preference to never should be immediate and should not need an app restart.","1. WHEN the MLB app Autoplay Video (Thumbnails) setting is set to ""On Mobile Data and WiFi connections""
2. WHEN the MLB app Autoplay Video (Thumbnails) setting is set to ""On WiFi connections Only""
3. WHEN the MLB app Autoplay Video (Thumbnails) setting is set to ""Never Autoplay Videos",Home Feed,S497381,Manual,Giancarlo Bianchi,3/28/24 16:28
C27118081,Basic Video Autoplay,,Greg Caron,4/8/22 17:21,,THEN video will autoplay in the thumbnail,,,"GIVEN a Carousel or Mixed feed module containing Videos
AND all applicable setting to enable autoplay are set",2 - Medium Priority,HOME-917,Home Surface/Video Autoplay,0,,"WHEN an video is in view such that it is eligible for autoplay
AND a selectionParts element is returned from midfield for the article with:

""__typename"": ""Video"",
""playbackScenario"": ""<valid video stream url>""",,,,Home Feed,S497381,Manual,Greg Caron,8/10/23 16:36
C31177818,Autoplay rules,,Greg Caron,8/10/23 17:12,,,,,"GIVEN that the ""Top Candidate"" is defined as the top left-most item visible in the surface with an autoplay url
AND autoplay is enabled for the module in Content",2 - Medium Priority,HOME-913,Home Surface/Video Autoplay,0,,,"1. WHEN the surface is first loaded
Expected Result:
THEN the top candidate for autoplay will be played if possible

2. WHEN the surface is scrolled
Expected Result:
THEN the top candidate for autoplay will be played if possible
3. WHEN no top candidate is found
Expected Result:
THEN the item with the highest percentage visible in the surface is the candidate will be played if possible
4. WHEN the candidate is the same video that is already playing
Expected Result:
THEN the playback will continue at its current location
5. WHEN no candidate is found
Expected Result:
THEN all autoplay videos on the surface should be stopped

Note: check stream or analytics calls in Charles
6. WHEN the home tab or app is backgrounded


Expected Result:
THEN autoplay should be paused/stopped
7. WHEN an autoplay starts
Expected Result:
THEN Audio should be disabled (enabling audio will be done in a future ticket)
AND Video controls should be hidden","1. THEN the top candidate for autoplay will be played if possible

2. THEN the top candidate for autoplay will be played if possible
3. THEN the item with the highest percentage visible in the surface is the candidate will be played if possible
4. THEN the playback will continue at its current location
5. THEN all autoplay videos on the surface should be stopped

Note: check stream or analytics calls in Charles
6. THEN autoplay should be paused/stopped
7. THEN Audio should be disabled (enabling audio will be done in a future ticket)
AND Video controls should be hidden","1. WHEN the surface is first loaded
2. WHEN the surface is scrolled
3. WHEN no top candidate is found
4. WHEN the candidate is the same video that is already playing
5. WHEN no candidate is found
6. WHEN the home tab or app is backgrounded


7. WHEN an autoplay starts",Home Feed,S497381,Manual,Greg Caron,12/11/23 13:12
C31383646,Video Analytics New,,Greg Caron,8/30/23 15:11,,,1049s,,GIVEN a user on the Home Surface,2 - Medium Priority,"HOME-930, HOME-1056",Home Surface/Video Autoplay,0,,,"1. WHEN a video is tapped or autoplays from the Mixed Feed or Content Carousel
Expected Result:
THEN the following analytics calls will be sent to Adobe:

Events:
MLB At Bat : <Platform Name> : Video Start
MLB At Bat : <Platform Name> : Video Player : Video 25 Percent Complete
MLB At Bat : <Platform Name> : Video Player : Video 50 Percent Complete
MLB At Bat : <Platform Name> : Video Player : Video 75 Percent Complete
MLB At Bat : <Platform Name> : Video Complete

Dimensions:
video.autoplay - Set to true if video automatically plays, set to false if user started the video by clicking
video.contentId	- Captures the contentid name
video.context - the surface slug
video.contentType - Sets type of video. Exampels: VOD, or SVOD
video.title - the full title of the video
video.fguid - playback instance guid (8-4-4-4-12)
video.slug - Captures video slug name
action.element.contentType - video | article
action.element.article.slug - the slug article, present if article
action.element.video.slug - the video slug, same value as video. section
2. WHEN an autoplay video is tapped
Expected Result:
THEN video.autoplay is false for the next action","1. THEN the following analytics calls will be sent to Adobe:

Events:
MLB At Bat : <Platform Name> : Video Start
MLB At Bat : <Platform Name> : Video Player : Video 25 Percent Complete
MLB At Bat : <Platform Name> : Video Player : Video 50 Percent Complete
MLB At Bat : <Platform Name> : Video Player : Video 75 Percent Complete
MLB At Bat : <Platform Name> : Video Complete

Dimensions:
video.autoplay - Set to true if video automatically plays, set to false if user started the video by clicking
video.contentId	- Captures the contentid name
video.context - the surface slug
video.contentType - Sets type of video. Exampels: VOD, or SVOD
video.title - the full title of the video
video.fguid - playback instance guid (8-4-4-4-12)
video.slug - Captures video slug name
action.element.contentType - video | article
action.element.article.slug - the slug article, present if article
action.element.video.slug - the video slug, same value as video. section
2. THEN video.autoplay is false for the next action","1. WHEN a video is tapped or autoplays from the Mixed Feed or Content Carousel
2. WHEN an autoplay video is tapped",Home Feed,S497381,Manual,Greg Caron,10/30/24 15:36
C32100475,Duplicate autoplay video restarts,,Greg Caron,11/14/23 16:43,,THEN the autoplay will restart,,,"GIVEN a surface with the same video showing in more than one module
AND Autoplay is enabled",2 - Medium Priority,HOME-1263,Home Surface/Video Autoplay,0,,"WHEN autoplay starts
AND the user scrolls to an instance of the video in another module",,,,Home Feed,S497381,Manual,Greg Caron,12/13/23 11:14
C32379212,Disable Autoplay from Contentful,,Greg Caron,12/13/23 11:17,,"THEN no thumbnails will autoplay
AND the content still opens when the thumbnail is tapped",,,GIVEN a module that supports autoplay,2 - Medium Priority,HOME-1433,Home Surface/Video Autoplay,0,,"WHEN AutoplayVideoEnabled is set to ""No"" in Contentful
OR DisableAutoplayVideo is set to ""Yes"" in Contentful",,,,Home Feed,S497381,Manual,Greg Caron,4/1/25 12:19
C32379222,Autoplay with PIP,,Greg Caron,12/13/23 11:22,,"THEN the PIP session will not affect the autoplay
Note: it's OK if the PIP video pauses",,,"GIVEN a user starts a PIP session from another app
AND autoplay is configured on a module on the Home Surface",2 - Medium Priority,,Home Surface/Video Autoplay,0,,WHEN the user navigates to an autoplay video,,,,Home Feed,S497381,Manual,Greg Caron,12/13/23 12:03
C32379223,Autoplay with Casting,,Greg Caron,12/13/23 11:22,,THEN it will not affect the casting session,,,"GIVEN a user started a casting session from another app, MLB App page, on from the Home Page itself
AND autoplay is enabled on a module in the Home Surface",2 - Medium Priority,,Home Surface/Video Autoplay,0,,WHEN the user scrolls to an autoplay video,,,,Home Feed,S497381,Manual,Greg Caron,12/13/23 11:58
C31267521,SM - Contentful,,Greg Caron,8/21/23 12:21,,"THEN the smart module should be returned
AND the value of the model should be present if available
AND the displayGroup should be returned",,,GIVEN that I have made a request for a surface config via midfield,2 - Medium Priority,HOME-946,Home Surface/Smart Module,0,,WHEN I have a smart module added to the surface,,,,Home Feed,S497381,Manual,Greg Caron,8/21/23 12:25
C31267520,Smart Module - Query,,Greg Caron,8/21/23 12:14,,,,Swift UI,GIVEN that I make a request for a smart module,2 - Medium Priority,HOME-1053,Home Surface/Smart Module,0,,,"1. WHEN forge content is returned
Expected Result:
THEN I should see a mixed feed card that represents that content
2. WHEN no content is returned

Expected Result:
THEN I should not see content for the smart module in the surface
3. WHEN waiting for smart module content to load in a surface

Expected Result:
THEN I should NOT see a loading skeleton for the smart module","1. THEN I should see a mixed feed card that represents that content
2. THEN I should not see content for the smart module in the surface
3. THEN I should NOT see a loading skeleton for the smart module","1. WHEN forge content is returned
2. WHEN no content is returned

3. WHEN waiting for smart module content to load in a surface",Home Feed,S497381,Manual,Giancarlo Bianchi,1/16/24 17:25
C34799862,SM - Analytics,,Greg Caron,5/22/25 16:01,,"THEN the analytics call will contain all the dimensions of a Mixed Feed content tap, plus the following:

action.element.isSmartModule: true
action.element.model: ""model specified by the query",,,GIVEN an article in a smart module,2 - Medium Priority,HOME-1098,Home Surface/Smart Module,0,,WHEN it is tapped,,,,Home Feed,S497381,Manual,Greg Caron,5/22/25 16:04
C32116965,EFM - Contentful  and Midfield,,Greg Caron,11/20/23 11:52,,"THEN the fields listed below are configurable in the module
AND values set will be returned


Name (not returned in API call)
Style
List (Reference)
HeaderText
HeaderText Accessible
Skip
Limit
Force Autoplay (override Forge selection by editorial)
Replace Timestamp w/ Author after X hours (Articles only)
HideArticleDescriptions
ContentTypes
DisplayGroup
Suppress Breaking News Treatment
Suppress Featured Article Treatment
CTA Text
CTA Destination (Deeplink?)",,,GIVEN an Editorial Feed Module configured in Contentful,2 - Medium Priority,HOME-1349,News Surface/Editorial Feed Module,0,,WHEN a surface api call is made querying all fields in the schema,,,,Home Feed,S497381,Manual,Greg Caron,11/20/23 16:50
C32255716,EFM - ArticleTreatmentEnabled setting Manual,,Greg Caron,12/4/23 14:57,,,,,"GIVEN that there is a featured item in the list of content returned for an editorial feed/editorial carousel
AND it is either a single, duo, trio, or quatro config",2 - Medium Priority,HOME-1393,News Surface/Editorial Feed Module,0,,,"1. WHEN articleTreatmentEnabled is set to true in the module config

Expected Result:
THEN the item should be the first element in the module
AND it should receive the hero-style
AND all items should remain as a grid with nothing floating
2. WHEN articleTreatmentEnabled is set to false in the module config

Expected Result:
THEN the item should receive no special treatment and appear in the order it was returned","1. THEN the item should be the first element in the module
AND it should receive the hero-style
AND all items should remain as a grid with nothing floating
2. THEN the item should receive no special treatment and appear in the order it was returned","1. WHEN articleTreatmentEnabled is set to true in the module config

2. WHEN articleTreatmentEnabled is set to false in the module config",Home Feed,S497381,Manual,Greg Caron,12/4/23 16:28
C33917419,EFM - Only selected content types display,,Greg Caron,8/22/24 13:42,,THEN only those types will display,,,GIVEN an EditorialFeedModule,2 - Medium Priority,,Surface Builder - Editorial Feed Module,0,,WHEN any content types are selected in contentful,,,,Home Feed,S497381,Manual,Greg Caron,12/12/24 14:40
C34397301,"EFT - single, dual, tri and quad config",,Greg Caron,12/12/24 11:45,,,,,GIVEN a surface with an editorial mixed feed module configured,2 - Medium Priority,,News Surface/Editorial Feed Module,0,,,"1. WHEN Style single is configured
Expected Result:
THEN the items will display in a single column
2. WHEN Style duo is configured
Expected Result:
THEN the items will display in two columns
AND some items will be omitted if there are not enough items to complete the last row
3. WHEN Style tri is configured
Expected Result:
THEN on iPad items will display in three columns
AND on iPhone the items will display in two columns
AND some items will be omitted if there are not enough items to complete the last row
4. WHEN Style quad is configured
Expected Result:
THEN on iPad items will display in four columns
AND on iPhone the items will display in two columns
AND some items will be omitted if there are not enough items to complete the last row","1. THEN the items will display in a single column
2. THEN the items will display in two columns
AND some items will be omitted if there are not enough items to complete the last row
3. THEN on iPad items will display in three columns
AND on iPhone the items will display in two columns
AND some items will be omitted if there are not enough items to complete the last row
4. THEN on iPad items will display in four columns
AND on iPhone the items will display in two columns
AND some items will be omitted if there are not enough items to complete the last row","1. WHEN Style single is configured
2. WHEN Style duo is configured
3. WHEN Style tri is configured
4. WHEN Style quad is configured",Home Feed,S497381,Manual,Greg Caron,12/12/24 11:54
C34796896,EFM - BreakingNewsEnabled setting integrtion,,Greg Caron,5/14/25 11:08,,,,,"GIVEN that there is breaking news in the list of content returned for an editorial feed/editorial carousel
AND it is either a single, duo, trio, or quatro config",2 - Medium Priority,HOME-1393,News Surface/Editorial Feed Module,0,,,"1. WHEN breakingNewsEnabled is set to true in the module config
AND articleTreatmentEnabled is set to true in the module config
Expected Result:
THEN the item should be the first element in the module
AND it should receive the breaking news style
AND all items should remain as a grid with nothing floating
2. WHEN breakingNewsEnabled is set to false in the module config
Expected Result:
THEN the item should receive no special breaking news treatment","1. THEN the item should be the first element in the module
AND it should receive the breaking news style
AND all items should remain as a grid with nothing floating
2. THEN the item should receive no special breaking news treatment","1. WHEN breakingNewsEnabled is set to true in the module config
AND articleTreatmentEnabled is set to true in the module config
2. WHEN breakingNewsEnabled is set to false in the module config",Home Feed,S497381,Manual,Greg Caron,5/14/25 11:08
C32116966,ESM - Contentful  and Midfield,,Greg Caron,11/20/23 11:57,,"THEN the fields listed below are configurable in the module
AND values set will be returned

Name (not returned in API call)
HeaderText
HeaderText Accessible
List (Reference)
Skip
Limit
Style (hero, stack, carouselSmall,carouselMedium, carouselLarge, trio, duo, single)",,,GIVEN an Editorial Stories Module configured in Contentful,2 - Medium Priority,HOME-1346,News Surface/Editorial Stories Module,0,,WHEN a surface api call is made querying all fields in the schema,,,,Home Feed,S497381,Manual,Greg Caron,11/20/23 16:58
C32116967,ECM - Contentful  and Midfield,,Greg Caron,11/20/23 12:03,,"THEN the fields listed below are configurable in the module
AND values set will be returned

Name (not returned in API call)
Size (Small, Medium, Large)
SnapScrolling (Boolean)
List (Reference)
HeaderText
HeaderText Accessible
ExpandText
Skip
Limit
Display Limit
Force Autoplay (override Forge selection by editorial)
CardComponents
Description
Timestamp
Replace Timestamp w/ Author after X hours (Articles only)
ContentTypes
Suppress Breaking News Treatment
Suppress Featured Article Treatment
DisplayGroup
HideArticleDescriptions",,,GIVEN an Editorial Carousel Module configured in Contentful,2 - Medium Priority,HOME-1344,News Surface/Editorial Stories Module,0,This cases are meant to cover the differences between the CarouselModule and the EditorialCarouselModule,WHEN a surface api call is made querying all fields in the schema,,,,Home Feed,S497381,Manual,Greg Caron,11/20/23 16:54
C34397302,"ECM - Small, Medium and Large Style",,Greg Caron,12/12/24 11:56,,,,,GIVEN an Editorial Carousel module is configured on a surface,2 - Medium Priority,,News Surface/Editorial Carousel Module,0,This cases are meant to cover the differences between the CarouselModule and the EditorialCarouselModule,,"1. WHEN style Small is configured
Expected Result:
THEN it will display with the smallest thumbnail size
2. WHEN style Medium is configured
Expected Result:
THEN it will display with the medium thumbnail size on iPad
AND it will display with the smallest thumbnail size in iPhone
3. WHEN style Large is configured
Expected Result:
THEN it will display with the largest thumbnail size","1. THEN it will display with the smallest thumbnail size
2. THEN it will display with the medium thumbnail size on iPad
AND it will display with the smallest thumbnail size in iPhone
3. THEN it will display with the largest thumbnail size","1. WHEN style Small is configured
2. WHEN style Medium is configured
3. WHEN style Large is configured",Home Feed,S497381,Manual,Greg Caron,12/12/24 11:59
C34796894,ECM - BreakingNewsEnabled setting integrtion,,Greg Caron,5/14/25 11:07,,,,,"GIVEN that there is breaking news in the list of content returned for an editorial feed/editorial carousel
AND it is either a small, medium or large style",2 - Medium Priority,HOME-1393,News Surface/Editorial Carousel Module,0,This cases are meant to cover the differences between the CarouselModule and the EditorialCarouselModule,,"1. WHEN breakingNewsEnabled is set to true in the module config
AND articleTreatmentEnabled is set to true in the module config
Expected Result:
THEN the item should be the first element in the module
AND it should receive the breaking news style
AND it should not affect the display of other items
2. WHEN breakingNewsEnabled is set to false in the module config
Expected Result:
THEN the item should receive no special breaking news treatment","1. THEN the item should be the first element in the module
AND it should receive the breaking news style
AND it should not affect the display of other items
2. THEN the item should receive no special breaking news treatment","1. WHEN breakingNewsEnabled is set to true in the module config
AND articleTreatmentEnabled is set to true in the module config
2. WHEN breakingNewsEnabled is set to false in the module config",Home Feed,S497381,Manual,Greg Caron,5/14/25 11:13
C34796895,ECM - ArticleTreatmentEnabled setting Manual,,Greg Caron,5/14/25 11:08,,,,,"GIVEN that there is a featured item in the list of content returned for an editorial feed/editorial carousel
AND it is either a small, medium or large style",2 - Medium Priority,HOME-1393,News Surface/Editorial Carousel Module,0,This cases are meant to cover the differences between the CarouselModule and the EditorialCarouselModule,,"1. WHEN articleTreatmentEnabled is set to true in the module config

Expected Result:
THEN the item should be the first element in the module
AND it should receive the hero-style
AND it should not affect other items in the carousel
2. WHEN articleTreatmentEnabled is set to false in the module config

Expected Result:
THEN the item should receive no special treatment and appear in the order it was returned","1. THEN the item should be the first element in the module
AND it should receive the hero-style
AND it should not affect other items in the carousel
2. THEN the item should receive no special treatment and appear in the order it was returned","1. WHEN articleTreatmentEnabled is set to true in the module config

2. WHEN articleTreatmentEnabled is set to false in the module config",Home Feed,S497381,Manual,Greg Caron,5/14/25 11:13
C34796898,ECM - HideDesctiptions,,Greg Caron,5/14/25 11:18,,,,,GIVEN an Editorial Carousel configured on a surface,2 - Medium Priority,,News Surface/Editorial Carousel Module,0,This cases are meant to cover the differences between the CarouselModule and the EditorialCarouselModule,,"1. WHEN HideDescriptions is set to Yes
Expected Result:
THEN the content description will not display
2. WHEN HideDescriptions is set to No
Expected Result:
THEN the content description will display if not null","1. THEN the content description will not display
2. THEN the content description will display if not null","1. WHEN HideDescriptions is set to Yes
2. WHEN HideDescriptions is set to No",Home Feed,S497381,Manual,Greg Caron,5/14/25 11:20
C34796899,ECM - SnapScrolling,,Greg Caron,5/14/25 11:26,,,,,GIVEN an Editorial Carousel configured on a surface,2 - Medium Priority,,News Surface/Editorial Carousel Module,0,This cases are meant to cover the differences between the CarouselModule and the EditorialCarouselModule,,"1. WHEN SnapScrolling is set to Yes
Expected Result:
THEN the content cards will snap into place when scrolling the carousel
2. WHEN SnapScrolling is set to No
Expected Result:
THEN the content cards will not snap into place when scrolling the carousel","1. THEN the content cards will snap into place when scrolling the carousel
2. THEN the content cards will not snap into place when scrolling the carousel","1. WHEN SnapScrolling is set to Yes
2. WHEN SnapScrolling is set to No",Home Feed,S497381,Manual,Greg Caron,5/14/25 11:28
C32116969,GMM - Contentful  and Midfield,,Greg Caron,11/20/23 12:20,,"THEN the fields listed below are configurable in the module
AND values set will be returned

url
refreshRate",,,GIVEN an Gameday Mini Module configured in Contentful,2 - Medium Priority,HOME-1358,Home Surface/Gameday Mini Module,0,,WHEN a surface api call is made querying all fields in the schema,,,,Home Feed,S497381,Manual,Greg Caron,11/21/23 11:32
C32381523,GMM - Game is live,,Giancarlo Bianchi,12/13/23 12:52,,,347s,,GIVEN a user's favorite team is playing live,1 - High Priority,,Home Surface/Gameday Mini Module,0,,,"1. WHEN the game has a gamedayType that is selected in the layoutMapping in Contentful (typically P,E or Y)
Expected Result:
THEN the GMM should display
AND render the two teams that are playing
AND show the following information for each team:

Abbreviation (ex. NYM)

Season record (at the start of that game)

Spot

Current runs scored in game
2. WHEN the user has hide scores turned on
Expected Result:
THEN use dashes to hide the runs scored & team records","1. THEN the GMM should display
AND render the two teams that are playing
AND show the following information for each team:

Abbreviation (ex. NYM)

Season record (at the start of that game)

Spot

Current runs scored in game
2. THEN use dashes to hide the runs scored & team records","1. WHEN the game has a gamedayType that is selected in the layoutMapping in Contentful (typically P,E or Y)
2. WHEN the user has hide scores turned on",Home Feed,S497381,Manual,Greg Caron,10/4/24 15:56
C32381524,GMM - Show game status,,Giancarlo Bianchi,12/13/23 13:03,,,,,GIVEN a game,1 - High Priority,,Home Surface/Gameday Mini Module,0,,,"1. WHEN the game is live
Expected Result:
THEN render the current inning information (ex. BOT 3)
2. WHEN the game is final
Expected Result:
THEN render Final
3. WHEN the game is in a delay
AND the delay is NOT of type challenge
Expected Result:
THEN render Delay under the inning","1. THEN render the current inning information (ex. BOT 3)
2. THEN render Final
3. THEN render Delay under the inning","1. WHEN the game is live
2. WHEN the game is final
3. WHEN the game is in a delay
AND the delay is NOT of type challenge",Home Feed,S497381,Manual,Greg Caron,10/4/24 15:56
C32381525,"GMM -Team spot tap, Game tap - Analytics",,Giancarlo Bianchi,12/13/23 13:04,,,469s,,,2 - Medium Priority,,Home Surface/Gameday Mini Module,0,,,"1. When a clicks taps on a team spot
Expected Result:
* String values must be localized to support English & Spanish
* Send a trackAction call with these dimensions:

trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Gameday Mini : Team Home Click""
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: <section index of module>
action.element.sectionTitle: ?Gameday Mini?
action.element.moduleType: <type of module>
team.traffic: <team name abbreviation>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
2. When a user clicks gameday situation
Expected Result:
trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Gameday Mini : Gameday Situation Click""
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: <section index of module>
action.element.sectionTitle: ?Gameday Mini?
action.element.moduleType: <type of module>
team.traffic: <team name abbreviation>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>","1. * String values must be localized to support English & Spanish
* Send a trackAction call with these dimensions:

trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Gameday Mini : Team Home Click""
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: <section index of module>
action.element.sectionTitle: ?Gameday Mini?
action.element.moduleType: <type of module>
team.traffic: <team name abbreviation>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
2. trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Gameday Mini : Gameday Situation Click""
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: <section index of module>
action.element.sectionTitle: ?Gameday Mini?
action.element.moduleType: <type of module>
team.traffic: <team name abbreviation>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>","1. When a clicks taps on a team spot
2. When a user clicks gameday situation",Home Feed,S497381,Manual,Greg Caron,4/5/24 17:42
